rank,id,problem_number,title,category,ev,ev_low,ev_high,impact,p_solve,p_valid_open,assessment,local_status,upstream_status,eligible,present,holds,reasons,source_url
104,30002062,OWR-11786-017,Polynomial Hirsch Conjecture for Superstrongly Connected Complexes,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2012/24
105,30002124,OWR-12006-005,"Discrete Green Kernels, Escaping Geodesics, and Random Triangulations",Miscellaneous,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2012/34
106,30002177,OWR-12014-012,Polynomial Separation at Roots of Unity,Number Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2012/42
107,30002202,OWR-12172-005,Combinatorial Freeness of Piecewise-Polynomial Fan Modules,Algebra,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2012/49
108,30002239,OWR-12177-008,Polynomial Freiman–Ruzsa Conjecture over Binary Vector Spaces,Computer Science,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2012/54
109,30002247,OWR-12182-002,Variance Conjecture for Log-Concave Random Vectors,Probability,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2012/59
110,30002269,OWR-12330-011,Local Clique-Weighted Chromatic Bounds,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2013/02
111,30002322,OWR-12481-011,Large Anticomplete Sets in Triangle-Free Graphs,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2013/18
112,30002325,OWR-12481-014,High-Girth Cubic Graph Homomorphisms to the Five-Cycle,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2013/18
113,30002343,OWR-12490-003,Optimal Pluricanonical Bounds for Stable Log Surfaces,Algebraic Geometry,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2013/27
114,30002437,OWR-12725-014,Subpolynomial Bounds for an Additive Multiplicative Equation,Number Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2013/51
115,30002451,OWR-12732-003,Cluster Structures for Belavin–Drinfeld Data,Algebra,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2013/58
116,30002471,OWR-12861-022,Chromatic Uniqueness of Nonrepresentable Matroids,Combinatorics,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2014/01
117,30002472,OWR-12861-023,Existential Completeness in Triangle-Free Graphs,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2014/01
118,30002474,OWR-12861-025,Triangle Abundance Forcing Large Clique Blow-Ups,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2014/01
119,30002567,OWR-12975-013,Definite Determinantal Multiples of Hyperbolic Polynomials,Geometry,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2014/17
120,30002665,OWR-13110-013,Uniform Cover Decomposition Bounds for Convex Polygons,Geometry,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2014/40
121,30002732,OWR-13353-021,Compact Constant-Gap Relaxations for Capacitated Facility Location,Computer Science,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2014/51
122,30002799,OWR-13494-020,Ordinary and Symbolic Powers of Point-Set Ideals,Algebra,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2015/9
123,30002801,OWR-13495-002,Construction of K-Matrices for Coideal Subalgebras,Mathematical Physics,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2015/10
124,30002813,OWR-13497-011,Trigonometric-Polynomial Feedback for Nonlinear Stabilization,Dynamical Systems,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2015/12
125,30002816,OWR-13498-004,Linear Sum-of-Squares Representations on Grassmann Orbitopes,Geometry,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2015/13
126,30002846,OWR-13674-017,Matrix Spencer Signing Conjecture,Analysis,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2015/17
127,30002891,OWR-13683-005,Practical Confidence Regions for Matrix Estimation,Probability,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2015/26
128,30002968,OWR-13943-002,Snake-Graph Models for Generalized Cluster Variables,Algebra,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2015/48
129,30003019,OWR-13952-010,Uniform Mordell Conjecture,Number Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2015/57
130,30003108,OWR-14603-006,Lang–Silverman Height Bounds for Simple Abelian Varieties,Number Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2016/21
131,30003114,OWR-14603-013,Exponential Small-Value Bounds for Littlewood Polynomials,Number Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2016/21
132,30003144,OWR-14605-007,Two-Reflective Automorphic Forms for Hyperbolic Lattices,Number Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2016/23
133,30003247,OWR-15170-009,Hilbert's Tenth Problem in Generic Rational Subrings,Logic,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2016/49
134,30003252,OWR-15170-019,Büchi's Problem for Sequences of Integer Squares,Number Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2016/49
135,30003330,OWR-15206-005,Gyárfás–Sumner Conjecture for Forest-Free Graphs,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2017/1
136,30003392,OWR-15214-004,Polynomial-Rate Approximation of Stochastic Differential Equations,Probability,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2017/9
137,30003439,OWR-15219-008,Negatively Curved Barriers Beyond Hyperbolicity Cones,Geometry,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2017/14
138,30003440,OWR-15219-009,Bounding Generic Completion Rank by Maximum-Likelihood Threshold,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2017/14
139,30003466,OWR-15427-008,Proper Three-Colorings for Homothets of Convex Sets,Geometry,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2017/19
140,30003556,OWR-15581-002,Lehmer’s Mahler Measure Problem,Number Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2017/38
141,30003557,OWR-15581-003,Spanning-Tree Growth Rates Near One,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2017/38
142,30003620,OWR-15952-004,Exponential Separation of Roots of Bounded Coefficient Polynomials,Number Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2017/47
143,30003772,OWR-16158-015,Global Realization of Prescribed Local Galois Extensions,Number Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2018/17
144,30003788,OWR-16160-019,Collected Coarse-Geometric Embedding Problems,Analysis,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2018/19
145,30003942,OWR-16415-001,Good Curve Graphs with Unbounded Mapping-Class Orbits,Topology,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2018/40
146,30003951,OWR-16415-013,Collected Problems in Higher Teichmüller and Representation Theory,Group Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2018/40
147,30003969,OWR-16627-001,Bounded-Length Strong Ramsey Games,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2018/44
148,30004013,OWR-16634-006,$d$-to-$1$ Games Conjecture,Computer Science,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2018/51
149,30004121,OWR-16931-005,Rational Exponents for Extremal Graph Functions,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2019/19
150,30004122,OWR-16931-006,Conlon–Lee Conjecture for Graph Subdivisions,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2019/19
151,30004125,OWR-16931-009,Explicit RIP Matrices Beyond Square-Root Sparsity,Computer Science,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2019/19
152,30004126,OWR-16931-010,Square-Root Sparsity for Explicit RIP Matrices,Computer Science,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2019/19
153,30004135,OWR-16931-024,Long Increasing Paths in Edge-Ordered Graphs,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2019/19
154,30004232,OWR-17135-030,Symmetric Function Bases for Bipartite Determinant Inequalities,Combinatorics,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2019/39
155,30004309,OWR-17294-009,Solvability and Realizability of Finite Skew Braces,Group Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2019/51
156,30004412,OWR-17471-019,Slice Candidates and Shared Trace Boundaries of Knots,Topology,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample; algorithmic_target,https://doi.org/10.4171/owr/2020/8
157,30004436,OWR-17474-010,Cardinality of Spin-Glass Ground-State Sets,Probability,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2020/11
158,30004437,OWR-17475-002,The Real-Zero Polynomial Amalgamation Conjecture,Algebraic Geometry,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2020/12
159,30004625,OWR-4990377-004,Non-Helly Coarse-Helly Actions and Coarse-Median Artin Groups,Group Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2021/8
160,30004658,OWR-7155439-003,Galois Representations from Hecke Maximal Ideals,Number Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2021/18
161,30004659,OWR-7155439-004,Taylor–Wiles Deformation Maps to Augmented Hecke Algebras,Number Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2021/18
162,30004772,OWR-8415341-011,Compact Graph Representations of Permutation Groups,Group Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample; algorithmic_target,https://doi.org/10.4171/owr/2021/38
163,30004789,OWR-8415342-017,Integral Shimura Models with Universal Shtukas,Algebraic Geometry,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2021/39
164,30004812,OWR-8415345-001,Polynomial Knot Invariants and Projections in General Three-Manifolds,Topology,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample; algorithmic_target,https://doi.org/10.4171/owr/2021/42
165,30004916,OWR-8415359-002,The Erdős–Rado Sunflower Conjecture,Combinatorics,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2021/54
166,30004983,OWR-9790352-033,Clique Minors in Graphs Excluding a Fixed Subgraph,Graph Theory,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,partially_solved,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2022/1
167,30005022,OWR-9790359-003,Open Problems in Local Graph Complexity,Computer Science,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2022/8
168,30005029,OWR-9790359-010,Determinacy Methods in LOCAL and Borel Coloring,Computer Science,0.06075,0.0081,0.243,3,0.03375,0.6,automatic,unreviewed,open,True,True,,computable_objects; construction_or_counterexample,https://doi.org/10.4171/owr/2022/8
